TT,Nhóm mẫu,Số hiệu,Họ,Loài,Tác giả,Tên việt,Nơi thu,Ngày thu,Long,Lat,CT,IUCN,SĐVN,KT,TP,LC/MN,Thông tin,Khu vực trưng bày
295,Rắn biển,E.55504,HYDROPHIIDAE,Hydrophis viperina Hydrophis viperinus (Đào Việt Hà; Sách chuyên khảo Động vật độc biển Việt Nam; 2020),"(Schmidt, 1852)",Rắn Lục biển,,,,,,,1,,,,"Hiện trạng bảo tồn:
CITES (2013): Không.
Nghị định số 160/2013/ND-CP: Không.
Danh lục đỏ IUCN (2015.2): Ít liên quan.
Sách đỏ Việt Nam (2007): Bị tổn thương.
Đặc điểm nhận dạng: Dễ dàng xác định bỡi vảy bụng của chúng, vảy bụng rộng ở phía trước và nhỏ dần ở phía sau. Hàng vảy quanh cổ 27–34; hàng vảy quanh thân 37–50; vảy bụng 226–274; răng xương hàm trên phía sau răng nanh độc 5.
Màu sắc: cơ thể có màu xám ở phần trên lưng, phần bụng có màu trắng, không có khoanh.

Sinh thái:
Môi trường sống: Trên nền đáy bùn mềm ở độ sâu từ 15 đến 30 m.
Thức ăn: Cá chai, cá bống và lươn (Voris và Voris, 1983).
Sinh sản: Trứng thai, mỗi lứa đẻ từ 3 đến 4 con (Lemen và Voris, 1981).

Phân bố:
Phân bố chung: Từ vịnh Ả Rập tới vùng biển phía Nam Trung Quốc, Borneo và Java (David & Ineich, 1999).
Phân bố Việt Nam: Vịnh Bắc Bộ (Kharin, 1984), cảng cá Cồn Chà tỉnh Bình Thuận (Rasmussen và cs, 2011), cảng cá Long Hải tỉnh Bà Rịa-Vũng Tàu, cảng cá Sông Đốc tỉnh Cà Mau, cảng cá Tắc Cậu tỉnh Kiên Giang (Cao và cs., 2014).

Độc tố: Độc tố thần kinh.

Ứng dụng: Thực phẩm và thuốc truyền thống.

Ghi chú:
Tình trạng: Thỉnh thoảng gặp ở vùng biển Việt Nam.
Đề nghị đánh giá lại dữ liệu sách đỏ Việt Nam. Trong 5 năm qua thỉnh thoảng tìm thấy mẫu ở cảng cá Cồn Chà- tỉnh Bình Thuận, cảng cá Long Hải- tỉnh Bà Rịa-Vũng Tàu, cảng cá Sông Đốc- tỉnh Cà Mau, cảng cá Tắc Cậu- tỉnh Kiên Giang. Mẫu đang lưu giữ tại Viện Hải dương học, thành phố Nha Trang, năm 2010-2012.",Khu trưng bày đa dạng sinh học biển
296,Rắn biển,E.55496,HYDROPHIIDAE,Hydrophis viperinus,"(Schmidt, 1852)",Rắn lục biển,,,,,,,1,,,,"Hiện trạng bảo tồn:
CITES (2013): Không.
Nghị định số 160/2013/ND-CP: Không.
Danh lục đỏ IUCN (2015.2): Ít liên quan.
Sách đỏ Việt Nam (2007): Bị tổn thương.
Đặc điểm nhận dạng: Dễ dàng xác định bỡi vảy bụng của chúng, vảy bụng rộng ở phía trước và nhỏ dần ở phía sau. Hàng vảy quanh cổ 27–34; hàng vảy quanh thân 37–50; vảy bụng 226–274; răng xương hàm trên phía sau răng nanh độc 5.
Màu sắc: cơ thể có màu xám ở phần trên lưng, phần bụng có màu trắng, không có khoanh.

Sinh thái:
Môi trường sống: Trên nền đáy bùn mềm ở độ sâu từ 15 đến 30 m.
Thức ăn: Cá chai, cá bống và lươn (Voris và Voris, 1983).
Sinh sản: Trứng thai, mỗi lứa đẻ từ 3 đến 4 con (Lemen và Voris, 1981).

Phân bố:
Phân bố chung: Từ vịnh Ả Rập tới vùng biển phía Nam Trung Quốc, Borneo và Java (David & Ineich, 1999).
Phân bố Việt Nam: Vịnh Bắc Bộ (Kharin, 1984), cảng cá Cồn Chà tỉnh Bình Thuận (Rasmussen và cs, 2011), cảng cá Long Hải tỉnh Bà Rịa-Vũng Tàu, cảng cá Sông Đốc tỉnh Cà Mau, cảng cá Tắc Cậu tỉnh Kiên Giang (Cao và cs., 2014).

Độc tố: Độc tố thần kinh.

Ứng dụng: Thực phẩm và thuốc truyền thống.

Ghi chú:
Tình trạng: Thỉnh thoảng gặp ở vùng biển Việt Nam.
Đề nghị đánh giá lại dữ liệu sách đỏ Việt Nam. Trong 5 năm qua thỉnh thoảng tìm thấy mẫu ở cảng cá Cồn Chà- tỉnh Bình Thuận, cảng cá Long Hải- tỉnh Bà Rịa-Vũng Tàu, cảng cá Sông Đốc- tỉnh Cà Mau, cảng cá Tắc Cậu- tỉnh Kiên Giang. Mẫu đang lưu giữ tại Viện Hải dương học, thành phố Nha Trang, năm 2010-2012.",Khu trưng bày đa dạng sinh học biển
298,Rắn biển,E.55548,HYDROPHIIDAE,Microcephalophis gracilis,"(Shaw, 1802)","Đẻn đầu nhỏ, đẻn giun, đẻn kim",,,,,,,,,,,"Hiện trạng bảo tồn:
CITES (2013): Không.
Nghị định số 160/2013/ND-CP: Không.
Danh lục đỏ IUCN (2015.2): Ít liên quan.
Sách đỏ Việt Nam (2007): Không.
Đặc điểm nhận dạng: Đầu rất nhỏ, thân mảnh ở phía trước. Vảy bụng được phân thành hai phần bằng một rảnh dọc ít hoặc nhiều ở phần sau cơ thể. Hàng vảy quanh cổ 17–23; hàng vảy quanh thân 30–43; vảy bụng 215–350; răng của xương hàm trên phía sau răng nanh độc 5–6.
Màu sắc: Thân đen ở phần trước, có các vết hơi trắng ở bên hoặc khoanh ngang nhạt đầy đủ; phần sau cơ thể có nhiều khoanh hơi trắng đen luân phiên liên tục, theo thời gian các khoanh này biến mất và cơ thể trở nên màu hơi xám một cách đồng bộ.

Sinh thái:
Môi trường sống: Loài này xuất hiện trong đầm lầy rừng ngập mặn và quanh các rạn san hô (Heatwole, 1975; Minton, 1966), trên nền đáy bùn hoặc đáy cát cách bờ khoảng 5 km, ở độ sâu 30 m ( Sanders và Mumpun, 2010).
Thức ăn: Lươn trên nền đáy cát.
Sinh sản: Trứng thai- đẻ con, mỗi lứa từ 1-2 con.

Phân bố:
Phân bố chung: Từ vịnh Ả Rập đến biển Nam Trung Quốc và Indonesia, biển Arafura đến vịnh Papua New Guinea (David & Ineich, 1999).
Phân bố ở Việt Nam: Vịnh Bắc Bộ (Shuntov, 1962; Sáng & Cúc, 1996); Mũi Kê Gà, cảng cá Cồn Chà tỉnh Bình Thuận (Dương, 1978).

Độc tố: Độc tố thần kinh (Tu, 1987, 1988).

Ứng dụng: Thực phẩm và thuốc truyền thống.

Ghi chú:
Tình trạng: Ít gặp ở vùng biển Việt Nam.
Sẽ bị nguy cấp, trong 15 năm qua không thu được mẫu ở vùng biển Việt Nam. Mẫu đang lưu giữ tại Bảo tàng Hải dương học thành phố Nha Trang, năm 1936.",Khu trưng bày đa dạng sinh học biển
299,Rắn biển,Không có số hiệu,HYDROPHIIDAE,Hydrophis melanocephalus,"(Gray, 1849)",Rắn khoang cổ mảnh,Cảng cá Tắc Cậu - Kiên Giang,01.01.2015,,,,,,,,,"Hiện trạng bảo tồn:
CITES (2013): Không
Nghị định số 160/2013/ND-CP: Không.
Danh lục đỏ IUCN (2015.4): Thiếu dữ liệu.
Sách đỏ Việt Nam (2007): Không.
Đặc điểm nhận dạng: Đầu nhỏ, thân mảnh mai ở phần trước. Hàng vảy quanh cổ 23–27; hàng vảy quanh thân 33–41; vảy bụng 289–358; răng của xương hàm trên phía
sau răng nanh độc 6–8.
Màu sắc: Đầu hơi đen, thỉnh thoảng có những nốt vàng. Thân hơi vàng xám ở phía trên, ở dưới hơi vàng hoặc trắng, có 40–55 khoanh đen, khoảng cách giữa các khoanh gần bằng chiều rộng của khoanh, thông thường rộng nhất ở phía trên và dưới.

Sinh thái:
Môi trường sống: Biển.
Thức ăn: Chủ yếu là lươn (Voris and Voris 1983).
Sinh sản: Trứng thái, trung bình mỗi lứa đẻ 6con (Lemen & Voris (1981).

Phân bố:
Phân bố chung: Vùng biển Trung Quốc, Đài Loan, Nhật Bản, và Philippin (David &Ineich, 1999; Kharin, 2006).
Phân bố ở Việt Nam: Tìm thấy ở vịnh Bắc Bộ (Kharin, 2006), cảng cá Cồn Chà tỉnh Bình Thuận, cảng cá Long Hải tỉnh Bà Rịa-Vũng Tàu (Rasmussen và cs, 2011), cảng cá Sông Đốc tỉnh Cà Mau, cảng cá Tắc Cậu tỉnh Kiên Giang (Cao và cs, 2014).

Độc tố: Độc tố thần kinh.

Ứng dụng: Thực phẩm, thuốc truyền thống.

Ghi chú:
Tình trạng: Thỉnh thoảng gặp ở cảng cá Tắc Cậu tỉnh Kiên Giang.
Loài này đã nhầm lẫn với loài H. coggeri ở trong vùng biển Úc (Kharin, 1984). Mẫu đang lưu giữ tại Viện Hải dương học, thành phố Nha Trang, trong năm 2012-2014.",Khu trưng bày đa dạng sinh học biển
32,Thân mềm,E.57312,Cerithiidae,Cerithium nodulosum,"Bruguière, 1792",Ốc hút lớn,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,,,,1,,1,"Đặc điểm: Kích thước trung bình 8-10 cm. Mẫu lớn nhất có kích cỡ đạt tới 12 cm
Sinh thái: Sống ở rìa các rạn đá hoặc san hô, độ sâu 1-50 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Khánh Hòa, Ninh Thuận,  vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
11,Thân mềm,E.57337,Turbinidae,Astralium rhodostomum,"(Lamarck, 1822)",Ốc nón gai cao,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Đặc điểm: Kích thước trung bình 3-4 cm. Mẫu lớn nhất có kích cỡ đạt tới 5,5 cm
Sinh thái: Sống bám trên đá, độ sâu 1-30 m
Phân bố:
- Thế giới: Vùng biển Tây Thái Bình Dương  
- Việt Nam: Quảng Ngãi, Khánh Hòa, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
36,Thân mềm,E.57307,Bullidae,Bulla vernicosa,"Gould, 1859",Ốc trứng hẹp nâu,Thuyền Chài,30.10.2020,08°15'52.2,113°21'45.5,,,,,,,"Đặc điểm: Kích thước trung bình 3,5-4,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 5 cm
Sinh thái: Sống nơi các rạn đá, độ sâu 1-25 m
Phân bố:
- Thế giới: Vùng biển Ân Độ - Thái Bình Dương  
- Việt Nam: Khánh Hòa, Phú Quốc, Côn Đảo, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
50,Thân mềm,E.57298,Strombidae,Conomurex luhuanus,"(Linnaeus, 1758)",Ốc nhảy đỏ lợi,Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,,,,1,1,,"Đặc điểm: Kích thước trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 7.1 cm
Sinh thái: Sống ở đáy cát hoặc đá trong vùng rạn san hô
Phân bố:
- Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv…
Ứng dụng: dùng làm thực phẩm và hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020",Khu trưng bày đa dạng sinh học biển
48,Thân mềm,E.57328,Strombidae,Conomurex luhuanus,"(Linnaeus, 1758)",Ốc nhảy đỏ lợi,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,1,,"Đặc điểm: Kích thước trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 7.1 cm
Sinh thái: Sống ở đáy cát hoặc đá trong vùng rạn san hô
Phân bố:
- Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv…
Ứng dụng: dùng làm thực phẩm và hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
49,Thân mềm,E.57388,Strombidae,Conomurex luhuanus,"(Linnaeus, 1758)",Ốc nhảy đỏ lợi,Nam Yết,14.04.2021,10°10'35.9,114°21'45.5,,,,1,1,,"Đặc điểm: Kích thước trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 7.1 cm
Sinh thái: Sống ở đáy cát hoặc đá trong vùng rạn san hô
Phân bố:
- Thế giới: Vùng biển Tây Thái Bình Dương 
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, vv…
Ứng dụng: dùng làm thực phẩm và hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
27,Thân mềm,E.57338,Conidae,Conus distans,"Hwass in Bruguière, 1792",Ốc cối vàng nhạt,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 8-10cm. Mẫu lớn nhất có kích cỡ đạt tới 15 cm
Sinh thái: Sống trên đáy đá, rạn san hô, độ sâu từ 1-20 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
56,Thân mềm,E.57342,Conidae,Conus flavidus,"Lamarck, 1810",Ốc cối vàng miệng tím,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 5-6 cm. Mẫu lớn nhất có kích cỡ đạt tới 7 cm
Sinh thái: Sống ở đáy cát, độ sâu từ 1-10 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
- Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
1,Thân mềm,E.57343,Conidae,Conus imperialis,"Linnaeus, 1758",Ốc cối vua,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 6-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Sinh thái: Sống ở đáy cát và đá vùng rạn san hô, độ sâu từ 1-75 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Thái Bình Dương
  - Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, Côn Đảo, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
12,Thân mềm,E.57396,Conidae,Conus leopardus,"(Röding, 1798)",Ốc cối hột mè trắng,Thuyền Chài,02.05.2021,08°16'14.3,113°21'28.7,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 7-13cm. Mẫu lớn nhất có kích cỡ đạt tới 17 cm
Sinh thái: Sống ở đáy cát quanh các rạn đá và san hô, vùng triều đến độ sâu 40 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương 
       - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
8,Thân mềm,E.57303,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Thuyền Chài,29.10.2020,08°15'52.2,113°21'45.5,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
6,Thân mềm,E.57353,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
7,Thân mềm,E.57387,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Nam Yết,14.04.2021,10°10'35.9,114°21'45.5,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
9,Thân mềm,E.57393,Conidae,Conus litteratus,"Linnaeus, 1758",Ốc cối đầu tím,Thuyền Chài,01.05.2021,08°16'14.3,113°21'28.7,1,LC,,1,,1,"Đặc điểm: Kích thước trung bình 7-12 cm. Mẫu lớn nhất có kích cỡ đạt tới 18 cm
Sinh thái: Sống ở đáy cát hoặc bùn quanh các rạn đá, rạn san hô, độ sâu từ 1-50 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương  
      - Việt Nam: Dọc ven biển Việt Nam
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
37,Thân mềm,E.57358,Conidae,Conus lividus,"Hwass in Bruguière, 1792",Ốc cối vai ngấn,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 3,5-4,5 cm. Mẫu lớn nhất có kích cỡ đạt tới 5,2 cm
Sinh thái: Sống ở đáy cát hoặc đá, độ sâu từ 3-30 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
- Việt Nam: Vùng biển Khánh Hòa, Ninh Thuận, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
40,Thân mềm,E.57360,Conidae,Conus quercinus,"[Lightfoot], 1786",Ốc cối da vàng,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,LC,,1,,1,"Đặc điểm: Kích thước trung bình 5-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 10 cm
Sinh thái: Sống nơi đáy cát, vùng dưới triều đến độ sâu 70 m
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Tây Thái Bình Dương     - Việt Nam: Vùng biển Bình Định, Khánh Hòa, Cà Ná, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
60,Thân mềm,E.57290,Muricidae,Coralliophila violacea,"(Kiener, 1836)","Ốc san hô miệng tím 
Silver Conch",Nam Yết,11.10.2020,10°11'08.8,114°22'05.32,,,,1,,1,"Đặc điểm: Kích thước Trung bình 7-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 9,5 cm
Sinh thái: Đáy cát vùng rạn san hô
Phân bố:
- Thế giới: Vùng biển Ấn Độ - Thái Bình Dương  
                  - Việt Nam: Vùng biển Quảng Ngãi, Khánh Hòa, Ninh Thuận, vv…
Kích thước: Trung bình 7-8 cm. Mẫu lớn nhất có kích cỡ đạt tới 9,5 cm
Ứng dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Nam Yết, ngày 11/10/2020",Khu trưng bày đa dạng sinh học biển
4,Thân mềm,E.57293,Cypraeidae,Cypraea tigris,"Linnaeus, 1758","Ốc sứ vân hổ
Tiger Cowry",Tốc Tan,13.10.2020,08°49'38.3,113°56'06.5,,,,1,,1,"Đặc điểm: Kích thước Trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Sinh thái: Trên đá, rạn san hô, vùng triều đến độ sâu 40 m
Phân bố:
- Thế giới: Vùng biển Tây Nam Thái Bình Dương  
                  - Việt Nam: Vùng biển các tỉnh phía Bắc, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Phú Quốc, vv… 
Kích thước: Trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Ứng dụng: Dùng làm hàng mỹ nghệ

Nơi thu: Tốc Tan, ngày 13/10/2020",Khu trưng bày đa dạng sinh học biển
2,Thân mềm,E.57321,Cypraeidae,Cypraea tigris,"Linnaeus, 1758",Ốc sứ vân hổ,Đá Lớn,06.04.2021,09°59'46.1,113°50'39.1,,,,1,,1,"Đặc điểm: Kích thước trung bình 8 - 12cm. Mẫu lớn nhất có kích cỡ đạt tới 14 cm
Sinh thái: Sống trên đá, rạn san hô, vùng triều đến độ sâu 40 m
Phân bố:
- Thế giới: Vùng biển Tây Nam Thái Bình Dương  
  - Việt Nam: Vùng biển các tỉnh phía Bắc, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Bình Thuận, Phú Quốc, vv…
Ứng dụng: dùng làm hàng mỹ nghệ",Khu trưng bày đa dạng sinh học biển
